,filename,sentence,paragraph_index,year,date,is_table,paragraphs,num_char_sentence,total_chars
575,./Czechia/tk_05sz2010_aj.pdf," Downside:risks   current exchange rate developments  planned fiscal consolidation  Upside:risk   commodity prices developments 13 Thank you for your attention More information about the  forecast can be found at :http //www.cnb.cz/en/monetary_policy/forecast/ and in Inflation Report,III/2010   to be published 13 August  ",11,2010,2010/08/05,0,11,323,1760
583,./Czechia/tk_01sz2009_aj.pdf," Press Conference of the CNB Bank Board 1st Situation Report on Economic  and Monetary Developments  February 2009 The  monetary  policy  decision  taken   and  the  ratio  of  the  votes  cast At the close of the meeting the Board decided by   majority vote to decrease the CNB two-week repo  rate by 0.50 percentage point to 1.75,  effective      February ",1,2009,2009/02/05,0,14,358,2251
584,./Czechia/tk_01sz2009_aj.pdf," At the same time it decided to  decrease the discount rate and Lombard rate by the  same,amount  to 0.75  and 2.75  ",1,2009,2009/02/05,0,14,117,2251
585,./Czechia/tk_01sz2009_aj.pdf," Four members voted in favour of this,decision  one  member voted for decreasing rates by 0.25  percentage,point  and one member voted for  decreasing rates by 0.75 percentage ",2,2009,2009/02/05,0,14,176,2251
586,./Czechia/tk_01sz2009_aj.pdf, Message  of  the  forecast  Headline (and monetary-policy relevant) inflation will drop this  year towards zero values but it will start rising at the end of the year  and approach the 2% inflation target in the first half of ,2,2009,2009/02/05,0,14,227,2251
587,./Czechia/tk_01sz2009_aj.pdf," The domestic economic growth will sharply,decelerate  forecasted growth is zero or slightly negative this year and around 1% in the  next ",3,2009,2009/02/05,0,14,139,2251
588,./Czechia/tk_01sz2009_aj.pdf, The nominal exchange rate will initially correct its depreciation  observed at the beginning of 2009 and will be broadly stable  ,4,2009,2009/02/05,0,14,130,2251
589,./Czechia/tk_01sz2009_aj.pdf, Consistent with the forecast is  decline in market interest ,5,2009,2009/02/05,0,14,61,2251
591,./Czechia/tk_01sz2009_aj.pdf," The main aim of this change is to further increase the ,transparency  clarity and predictability of monetary ",6,2009,2009/02/05,0,14,110,2251
592,./Czechia/tk_01sz2009_aj.pdf," Identically to the forecast for other key,variables  the exchange  rate forecast is published as  fan ",7,2009,2009/02/05,0,14,103,2251
593,./Czechia/tk_01sz2009_aj.pdf, The published trajectory is conditional on the assumptions of the  forecast and on information available at the time it was ,8,2009,2009/02/05,0,14,125,2251
594,./Czechia/tk_01sz2009_aj.pdf, It can not be considered  commitment or preferred trajectory  from the CNB's point of ,9,2009,2009/02/05,0,14,87,2251
596,./Czechia/tk_01sz2009_aj.pdf," Forecast of,exports  investment and household consumption is  revised downwards ",10,2009,2009/02/05,0,14,81,2251
597,./Czechia/tk_01sz2009_aj.pdf," Compared to the previous,forecast  the forecast for both headline and  monetary-policy relevant inflation is markedly lower in 2009  whereas in 2010 is roughly the ",11,2009,2009/02/05,0,14,165,2251
598,./Czechia/tk_01sz2009_aj.pdf," Compared to the previous,forecast  the interest rate path lies slightly  higher in 2009,but  on the,contrary  lower in ",12,2009,2009/02/05,0,14,120,2251
599,./Czechia/tk_01sz2009_aj.pdf, The CZK/EUR exchange rate forecast is substantially weaker than in  the previous ,13,2009,2009/02/05,0,14,82,2251
601,./Czechia/tk_01sz2009_aj.pdf, Major risks and:uncertainties   deeper and longer-lasting decline in economic activity  abroad   depreciated exchange ,14,2009,2009/02/05,0,14,119,2251
602,./Czechia/TK_07SZ2007_AJ.pdf," Press Conference of the CNB Bank Board 7th Situation Report on Economic  and Monetary Developments 26 July 2007 The  monetary  policy  decision  taken   and  the  ratio  of  the  votes  cast At the close of the meeting the Board decided by  majority  vote to increase the CNB two-week repo rate by 0.25  percentage points to 3.0,  effective 27 July ",1,2007,2007/07/26,0,6,350,1447
603,./Czechia/TK_07SZ2007_AJ.pdf," At the  same time it decided to increase the discount rate and  Lombard rate by the same,amount  to 2.0  and 4.0   ",1,2007,2007/07/26,0,6,116,1447
604,./Czechia/TK_07SZ2007_AJ.pdf," Six members voted in favour of this,decision   and one member voted for increasing the rates by 0.5  percentage ",1,2007,2007/07/26,0,6,113,1447
606,./Czechia/TK_07SZ2007_AJ.pdf, Comparison  with  the  April  forecast  Compared to the April forecast the rate of growth is higher in 2007  and ,1,2007,2007/07/26,0,6,114,1447
607,./Czechia/TK_07SZ2007_AJ.pdf, The real economy will generate higher inflationary pressures  mainly in 2007 by comparison to the April ,2,2007,2007/07/26,0,6,105,1447
608,./Czechia/TK_07SZ2007_AJ.pdf," Compared to the April,forecast  inflation is higher especially in  ",3,2007,2007/07/26,0,6,68,1447
609,./Czechia/TK_07SZ2007_AJ.pdf, At the monetary policy horizon (2H 2008) inflation lies  slightly above the upper margin of the tolerance band of the  inflation ,3,2007,2007/07/26,0,6,130,1447
610,./Czechia/TK_07SZ2007_AJ.pdf, Inflation adjusted for the first-round effects of indirect taxes ,4,2007,2007/07/26,0,6,66,1447
611,./Czechia/TK_07SZ2007_AJ.pdf, monetary-policy relevant inflation) is also higher than in April and  lies in the upper half of the tolerance band of the inflation ,5,2007,2007/07/26,0,6,133,1447
613,./Czechia/TK_07SZ2007_AJ.pdf, Major risks and:uncertainties   new data from the domestic economy since the forecast elaboration  shift in outlook of external developments  possible lower increase in inflation expectations (an alternative  scenario)   CZK/EUR exchange rate  fiscal ,6,2007,2007/07/26,0,6,252,1447
618,./Czechia/tk_03sz2012_aj.pdf, Press conference of the  CNB Bank Board 3rd Situation Report on  Economic and Monetary  Developments  May 2012 The monetary policy decision taken  and the ratio of the votes cast   At the close of the meeting the Board decided  by  majority vote to leave the two-week repo rate  unchanged at ,1,2012,2012/05/03,0,16,293,2558
619,./Czechia/tk_03sz2012_aj.pdf," Four members voted in favour of this,decision  two  members voted for lowering rates by 0.25 percentage ,point  and one member voted for increasing rates by 0.25  percentage ",2,2012,2012/05/03,0,16,175,2558
620,./Czechia/tk_03sz2012_aj.pdf,  Reasons for the decision   Headline inflation will be close to its current elevated level as   result of  VAT ,3,2012,2012/05/03,0,16,112,2558
621,./Czechia/tk_03sz2012_aj.pdf, Monetary-policy relevant inflation will  be in the upper half of the tolerance band this ,3,2012,2012/05/03,0,16,90,2558
622,./Czechia/tk_03sz2012_aj.pdf, Both  headline and monetary-policy relevant inflation will fall slightly  below the target in ,3,2012,2012/05/03,0,16,95,2558
623,./Czechia/tk_03sz2012_aj.pdf, Consistent with the forecast is  decline in market interest rates  in the remainder of this year followed by  rise in rates as from  2013 ,4,2012,2012/05/03,0,16,139,2558
625,./Czechia/tk_03sz2012_aj.pdf,  The message of the forecast  baseline scenario   Domestic factors (weak domestic demand and moderate wage growth) are currently  curbing ,6,2012,2012/05/03,0,16,139,2558
626,./Czechia/tk_03sz2012_aj.pdf," The VAT,increase  food,prices  administered prices and the gradual  pass-through of the past weaker exchange rate to prices are the main sources of  ",6,2012,2012/05/03,0,16,150,2558
627,./Czechia/tk_03sz2012_aj.pdf," Headline inflation will be close to the current elevated values in,2012  but will fall  below the target in ",7,2012,2012/05/03,0,16,109,2558
628,./Czechia/tk_03sz2012_aj.pdf," Monetary-policy relevant inflation will be in the upper half of  the tolerance band this,year  but will fall slightly below the target in ",7,2012,2012/05/03,0,16,139,2558
629,./Czechia/tk_03sz2012_aj.pdf, The Czech economy will stagnate this year as  result of  marked slowdown in  external demand and continuing domestic fiscal ,8,2012,2012/05/03,0,16,125,2558
630,./Czechia/tk_03sz2012_aj.pdf," Next,year  in  connection with an external demand,recovery  GDP growth will be just below ",8,2012,2012/05/03,0,16,91,2558
632,./Czechia/tk_03sz2012_aj.pdf, Consistent with the forecast is  decline in market interest rates in the remainder of  this year followed by  rise in rates as from 2013 ,10,2012,2012/05/03,0,16,138,2558
634,./Czechia/tk_03sz2012_aj.pdf, Fiscal restriction through  rise in both VAT rates and lower nominal disposable  income of households will reduce household consumption in ,12,2012,2012/05/03,0,16,140,2558
635,./Czechia/tk_03sz2012_aj.pdf, This will  result in slower GDP growth compared to the baseline ,12,2012,2012/05/03,0,16,65,2558
636,./Czechia/tk_03sz2012_aj.pdf, The first-round effects of the increase in both VAT rates will cause headline inflation  to ,13,2012,2012/05/03,0,16,93,2558
637,./Czechia/tk_03sz2012_aj.pdf," In line with past experience and the subdued economic,activity  no significant  second-round effects of the VAT rate hike on inflation are ",14,2012,2012/05/03,0,16,140,2558
638,./Czechia/tk_03sz2012_aj.pdf, The lower interest rates from the end of 2012 onwards are thus reacting only to the  anti-inflationary pressure (visible in monetary-policy relevant inflation) generated by  the slower GDP ,15,2012,2012/05/03,0,16,190,2558
641,./Czechia/tk_04sz2012_aj.pdf," Press conference of the  CNB Bank Board 4th Situation Report on  Economic and Monetary  Developments 28 June 2012 The monetary policy decision taken  and the ratio of the votes cast  At the close of the meeting the Board decided by   majority vote to lower the CNB two-week repo rate by  0.25 percentage point to,0.50%  effective 29 June ",1,2012,2012/06/28,0,12,339,2742
642,./Czechia/tk_04sz2012_aj.pdf, At the same time it decided to lower the Lombard rate by  the same amount to ,2,2012,2012/06/28,0,12,78,2742
644,./Czechia/tk_04sz2012_aj.pdf," Four members voted in favour of this,decision  and three  members voted for leaving interest rates ",3,2012,2012/06/28,0,12,100,2742
645,./Czechia/tk_04sz2012_aj.pdf,  Reasons for the decision  Headline inflation will be close to its current elevated level as  result  of  VAT ,4,2012,2012/06/28,0,12,111,2742
646,./Czechia/tk_04sz2012_aj.pdf, Monetary-policy relevant inflation will be  significantly lower than headline inflation throughout 2012 owing to  the tax ,4,2012,2012/06/28,0,12,123,2742
647,./Czechia/tk_04sz2012_aj.pdf, Both headline and monetary-policy relevant inflation  will fall slightly below the target in ,4,2012,2012/06/28,0,12,94,2742
648,./Czechia/tk_04sz2012_aj.pdf, Consistent with the forecast is  decline in market interest rates in the  remainder of this year followed by  rise in rates as from 2013 ,5,2012,2012/06/28,0,12,138,2742
649,./Czechia/tk_04sz2012_aj.pdf," The risks to the forecast are for higher headline inflation and lower  monetary-policy relevant,inflation  amid  lower outlook for interest  rates in line with the fiscal alternative ",6,2012,2012/06/28,0,12,184,2742
651,./Czechia/tk_04sz2012_aj.pdf," Developments in industrial,production  construction output and retail sales  in April indicate persistent weakness in economic ",7,2012,2012/06/28,0,12,128,2742
652,./Czechia/tk_04sz2012_aj.pdf," The labour market reacts to the onset of the economic slump with the usual  time,lag  so its recovery has:stopped    Overall employment saw only negligible y-o-y growth in 2012,Q1  the s.a. general  unemployment rate moderately increased in q-o-q,terms  whereas the s.a. registered  unemployment rate has been broadly flat in 2012 Q2 so ",8,2012,2012/06/28,0,12,338,2742
653,./Czechia/tk_04sz2012_aj.pdf," Due mainly to extraordinary,factors  annual growth in the average nominal wage  markedly accelerated in 2012 ",9,2012,2012/06/28,0,12,110,2742
654,./Czechia/tk_04sz2012_aj.pdf, The impact of external cost-push pressures on domestic inflation is ,10,2012,2012/06/28,0,12,69,2742
655,./Czechia/tk_04sz2012_aj.pdf,"  Comparison of actual data  with the CNB forecast 10 forecast, ,  actual data   , , , ,    ,-0  -2 GDP,(Q1  2012) Inflation (May 2012) Average wage   Unemployment,(Q2 ,(Q1 2012) 2012):Note  in,percentages  for unemployment comparison of expected outcome with forecast for the respective quarter   Major risks to the forecast The risks to the forecast are skewed towards the alternative  ",11,2012,2012/06/28,0,12,388,2742
656,./Czechia/tk_04sz2012_aj.pdf, Major risks on the:downside   Ongoing fiscal consolidation (downside risk for monetary-policy  relevant inflation)  Developments abroad (lower outlook for interest rates and oil price)  Weaker domestic economic activity  Domestic price developments and their lower near-term outlook Major risk on the:upside   Weaker koruna exchange rate  Thank you for your attention Minutes of the today’s meeting and  the Graph of Risks to the Inflation  Projection (GRIP) will be released  on  July 2012 at :http:,12,2012,2012/06/28,0,12,501,2742
657,./Czechia/tk_07sz2009_aj.pdf," Press Conference of the CNB Bank Board 7th Situation Report on Economic  and Monetary Developments November,  2009 The  monetary  policy  decision  taken   and  the  ratio  of  the  votes  cast At the close of the meeting the Board decided by   majority vote to leave the two-week repo rate  unchanged at 1.25 ",1,2009,2009/11/05,0,10,311,1698
658,./Czechia/tk_07sz2009_aj.pdf," Four members voted in favour of this,decision  and three members voted for  decreasing rates by 0.25 percentage ",1,2009,2009/11/05,0,10,113,1698
659,./Czechia/tk_07sz2009_aj.pdf, Reasons  for  the  decision  Inflation is close to the inflation target in the monetary-policy  ,1,2009,2009/11/05,0,10,97,1698
660,./Czechia/tk_07sz2009_aj.pdf, Consistent with the forecast is  decline in market interest rates  this year followed by  gradual rise in ,2,2009,2009/11/05,0,10,107,1698
661,./Czechia/tk_07sz2009_aj.pdf, But the risks are in total slightly on the up side  the exchange  rate ,3,2009,2009/11/05,0,10,72,1698
662,./Czechia/tk_07sz2009_aj.pdf, The uncertainty regarding the developments of the long-term  equilibrium trajectories ,4,2009,2009/11/05,0,10,87,1698
663,./Czechia/tk_07sz2009_aj.pdf, Tone of  the  forecast  Headline (and monetary-policy relevant) inflation will be very low  in coming ,4,2009,2009/11/05,0,10,103,1698
665,./Czechia/tk_07sz2009_aj.pdf," At the end of,2010  it will slightly exceed the  per cent inflation ",5,2009,2009/11/05,0,10,69,1698
666,./Czechia/tk_07sz2009_aj.pdf, The monetary-policy relevant inflation will be below headline inflation  due to increases in indirect ,6,2009,2009/11/05,0,10,103,1698
667,./Czechia/tk_07sz2009_aj.pdf," Bottoming-out of GDP will lead to its less pronounced y-o-y decline  in,2009  ",7,2009,2009/11/05,0,10,79,1698
668,./Czechia/tk_07sz2009_aj.pdf," In 2010 GDP will grow in y-o-y,terms  but the growth will  decelerate in the course of the,year  reflecting renewed slowdown  in the export,demand  rising unemployment and restrictive fiscal ",7,2009,2009/11/05,0,10,192,1698
669,./Czechia/tk_07sz2009_aj.pdf, The nominal exchange rate of the koruna will be broadly stable over  the forecast ,8,2009,2009/11/05,0,10,83,1698
670,./Czechia/tk_07sz2009_aj.pdf, Consistent with the forecast is  decline in market interest rates this year  followed by  gradual rise in ,9,2009,2009/11/05,0,10,107,1698
672,./Czechia/tk_07sz2009_aj.pdf, Major risk on the up:side   recent exchange rate developments Major risk on the down:side   possibly lower future growth in nominal ,10,2009,2009/11/05,0,10,133,1698
677,./Czechia/tk_04sz2010_aj.pdf," decision‐making  adjustment to  panel  (announced in   target  2000  processes MP  before  December 1997) ,  +/- ",2,2010,2010/06/23,0,9,114,1781
678,./Czechia/tk_04sz2010_aj.pdf," instruments Board   target 1999  (announced in     in ,  +/-,,",3,2010,2010/06/23,0,9,63,1781
681,./Czechia/tk_04sz2010_aj.pdf,  Reasons for the decision  Headline and monetary-policy relevant inflation will be close  to the 2% target at the monetary policy ,5,2010,2010/06/23,0,9,131,1781
685,./Czechia/tk_04sz2010_aj.pdf," Its growth,was ,however   slower compared to the forecast;(1.8%)   April annual growth of industrial production (10.9%) indicates that  economic activity continues to increase in y-o-y,terms  decline of retail  trade (-4.5%) is in line with expected weak;consumption   Labour market reacts to the economic slump in 2009 with delay as  ",8,2010,2010/06/23,0,9,336,1781
686,./Czechia/tk_04sz2010_aj.pdf," Nominal wage growth in Q1 slowed down to,2.2%   employment deepened its decline to -2.4% and ILO unemployment  increased to ",8,2010,2010/06/23,0,9,125,1781
687,./Czechia/tk_04sz2010_aj.pdf," On the,contrary  seasonally adjusted registered  unemployment slightly declined in the course of;Q2     May growth in industrial producer prices (1.5%) and lower decline in  agricultural producer prices (-1.2%) manifest fading anti-inflationary  effects of commodity and food prices.     Comparison of actual data with  the CNB forecast 10 9.5 actual data 9.0  forecast      3.5  2.2 1.8  1.1 1.2 0.9   GDP,(Q1 2010) inflation (May 2010) average wage   unemployment ,(Q1 2010),(Q2 2010):Note  for unemployment comparison of Maydata with forecast for the quarter   Major risks of the forecast Inflation forecast risks are roughly ",8,2010,2010/06/23,0,9,630,1781
688,./Czechia/tk_04sz2010_aj.pdf," Major risks on the:downside   Foreign developments  New information from real economy and labour market Major risks on the:upside   Koruna exchange rate  Current inflation developments 10 Thank you for your attention Minutes from today‘s  meeting will be released on  July,  2010 at :http:",9,2010,2010/06/23,0,9,290,1781
689,./Czechia/tk_03sz2010_aj.pdf," Press conference of the CNB Bank Board 3rd Situation Report on  Economic and Monetary  Developments May,  2010 The monetary policy decision taken and the ratio of the votes cast  Six out of seven Bank Board members attended the  ",1,2010,2010/05/06,0,16,230,2197
690,./Czechia/tk_03sz2010_aj.pdf, At the close of the meeting the Bank Board decided by   majority vote to lower the two-week repo rate by 0.25  percentage point to 0.75 ,2,2010,2010/05/06,0,16,137,2197
691,./Czechia/tk_03sz2010_aj.pdf," At the same,time  it decided to cut the Lombard rate by the same,amount  to 1.75 ",2,2010,2010/05/06,0,16,82,2197
693,./Czechia/tk_03sz2010_aj.pdf," Four board members voted in favour of this,decision  and two members voted for leaving interest rates ",4,2010,2010/05/06,0,16,103,2197
694,./Czechia/tk_03sz2010_aj.pdf,  Reasons for the decision  Headline and monetary-policy relevant inflation will be  slightly below the 2% target at the monetary policy  ,5,2010,2010/05/06,0,16,138,2197
695,./Czechia/tk_03sz2010_aj.pdf, Consistent with the forecast is initially  moderate decline in market interest rates followed by stability and gradual  rise in rates since ,6,2010,2010/05/06,0,16,141,2197
697,./Czechia/tk_03sz2010_aj.pdf,  The message of the forecast  Headline inflation will rise during 2010 and will exceed the CNB’s target at the  end of the year due to already realized indirect taxes ,8,2010,2010/05/06,0,16,168,2197
698,./Czechia/tk_03sz2010_aj.pdf, In 2011  inflation will decline slightly below the CNB‘s inflation ,8,2010,2010/05/06,0,16,68,2197
699,./Czechia/tk_03sz2010_aj.pdf, Monetary-policy relevant inflation will initially be lower than headline inflation  and will be approaching the target from below over the monetary policy  horizon (2011 Q2 and ,9,2010,2010/05/06,0,16,178,2197
700,./Czechia/tk_03sz2010_aj.pdf," GDP will grow over the entire forecast,horizon  but the growth rate in 2010  will be hampered by  temporary decline in domestic consumption and  slowdown in foreign ",10,2010,2010/05/06,0,16,166,2197
701,./Czechia/tk_03sz2010_aj.pdf, Both factors will unwind in 2011 and GDP  growth will start to ,10,2010,2010/05/06,0,16,64,2197
702,./Czechia/tk_03sz2010_aj.pdf, Nominal exchange rate is gradually appreciating over the forecast ,11,2010,2010/05/06,0,16,67,2197
703,./Czechia/tk_03sz2010_aj.pdf, Consistent with the forecast is initially  moderate decline in market interest  rates followed by stability and  gradual rise in rates since ,12,2010,2010/05/06,0,16,142,2197
705,./Czechia/tk_03sz2010_aj.pdf, Upside risk relates to exchange rate developments  Downside risk stems from the global economic outlook with respect to Czech ,14,2010,2010/05/06,0,16,127,2197
706,./Czechia/tk_03sz2010_aj.pdf, Uncertainty going in both directions exists regarding current financial market developments in connection with the fiscal ,15,2010,2010/05/06,0,16,123,2197
707,./Czechia/tk_03sz2010_aj.pdf," 13 Thank you for your attention More information about the  forecast can be found at :http //www.cnb.cz/en/monetary _policy/forecast/ and in Inflation Report,II/2010   to be published 14th,May   ",16,2010,2010/05/06,0,16,196,2197
708,./Czechia/tk_05sz2012_aj.pdf, Press conference of the  CNB Bank Board 5th Situation Report on  Economic and Monetary  Developments  August 2012 The monetary policy decision taken  and the ratio of the votes cast   At the close of the meeting the Board decided  by  majority vote to leave the two-week repo rate  unchanged at ,1,2012,2012/08/02,0,10,296,1574
709,./Czechia/tk_05sz2012_aj.pdf," Four members voted in favour of this,decision  and two  members voted for lowering rates by 0.25 percentage  ",2,2012,2012/08/02,0,10,110,1574
710,./Czechia/tk_05sz2012_aj.pdf,"  Reasons for the decision   At the monetary policy,horizon  headline inflation will be slightly  above the CNB’s inflation target due to tax,changes  monetary-  policy relevant inflation will be in the lower half of the tolerance  ",3,2012,2012/08/02,0,10,232,1574
711,./Czechia/tk_05sz2012_aj.pdf," Consistent with the forecast is  decline in market interest rates  in the next few,quarters  followed by  rise in rates in ",4,2012,2012/08/02,0,10,124,1574
713,./Czechia/tk_05sz2012_aj.pdf,"  The message of the forecast  baseline scenario   Tax,changes  commodity prices and exchange rate depreciation are  the sources of observed ",6,2012,2012/08/02,0,10,141,1574
715,./Czechia/tk_05sz2012_aj.pdf," Headline inflation will fall to the CNB’s target in late,2012/early2013  whereas  monetary-policy relevant inflation will decline below the ",7,2012,2012/08/02,0,10,141,1574
716,./Czechia/tk_05sz2012_aj.pdf, The Czech economy will fall by 0.9% this year as  result of  marked  slowdown in external demand and subdued domestic demand against the  background of fiscal ,8,2012,2012/08/02,0,10,160,1574
717,./Czechia/tk_05sz2012_aj.pdf," In,2013  GDP growth will reach,0.8%  as  external demand will gradually recover but fiscal policy will be ",8,2012,2012/08/02,0,10,107,1574
719,./Czechia/tk_05sz2012_aj.pdf," Consistent with the forecast is  decline in market interest rates in the next  few,quarters  followed by  rise in rates in ",10,2012,2012/08/02,0,10,124,1574
721,./Czechia/TK_01SZ2008_EN.pdf," Press Conference of the CNB Bank Board 1st Situation Report on Economic  and Monetary Developments  February 2008 The  monetary  policy  decision  taken   and  the  ratio  of  the  votes  cast At the close of the meeting the Board decided by   majority vote to increase the CNB two-week repo  rate by 0.25 percentage point to,3.75%  effective  February ",1,2008,2008/02/07,0,9,354,1768
722,./Czechia/TK_01SZ2008_EN.pdf," At the same time it decided to  increase the discount rate and Lombard rate by the  same,amount  to 2.75% and 4.75% ",1,2008,2008/02/07,0,9,117,1768
723,./Czechia/TK_01SZ2008_EN.pdf," Five members voted in favour of this,decision  and  two members voted for leaving interest rates  ",2,2008,2008/02/07,0,9,99,1768
724,./Czechia/TK_01SZ2008_EN.pdf, Changes  in  the  conduct  and   communication  of  monetary  policy  These changes are effective since the beginning of ,2,2008,2008/02/07,0,9,122,1768
725,./Czechia/TK_01SZ2008_EN.pdf," The main aim of these changes is to further increase the ,transparency  clarity and predictability of monetary ",3,2008,2008/02/07,0,9,112,1768
729,./Czechia/TK_01SZ2008_EN.pdf,",Also  share of forward-looking inflation expectations and monetary policy flexibility  have been ",4,2008,2008/02/07,0,9,98,1768
730,./Czechia/TK_01SZ2008_EN.pdf," Compared to the October,forecast  the rate of economic growth is lower in 2008 and ",5,2008,2008/02/07,0,9,84,1768
731,./Czechia/TK_01SZ2008_EN.pdf," The effect of the real economy will be anti-inflationary since,2008  Q2. In comparison to the  October forecast the inflationary pressures from real economy are lower over the forecasted  ",6,2008,2008/02/07,0,9,189,1768
732,./Czechia/TK_01SZ2008_EN.pdf," Compared to the October,forecast  the forecast for headline inflation is much higher in,2008   but lower from the start of ",7,2008,2008/02/07,0,9,124,1768
733,./Czechia/TK_01SZ2008_EN.pdf," Monetary-policy relevant inflation is also higher compared to the October forecast for most  of,2008  however at the monetary policy horizon it drops below the October ",8,2008,2008/02/07,0,9,169,1768
734,./Czechia/TK_01SZ2008_EN.pdf," Forecast-consistent interest rate path is almost unchanged for the current quarter compared  to the October,forecast  but lower in longer-term ",9,2008,2008/02/07,0,9,144,1768
735,./Czechia/TK_01SZ2008_EN.pdf," Major  uncertainties  of  the  forecast Uncertainties are larger than,usual  risks are on both ",9,2008,2008/02/07,0,9,96,1768
737,./Czechia/tk_02sz2012_aj.pdf, Press conference of the  CNB Bank Board 2nd Situation Report on  Economic and Monetary  Developments 29 March 2012 The monetary policy decision taken  and the ratio of the votes cast  At the close of the meeting the Board decided  by  majority vote to leave the two-week repo rate  unchanged at ,1,2012,2012/03/29,0,11,296,2353
738,./Czechia/tk_02sz2012_aj.pdf," Six members voted in favour of this,decision  and one  member voted for increasing rates by 0.25 percentage  ",2,2012,2012/03/29,0,11,110,2353
739,./Czechia/tk_02sz2012_aj.pdf,"  Reasons for the decision  According to the current,forecast  monetary-policy relevant  inflation will be close to the target over the entire forecast  ",3,2012,2012/03/29,0,11,153,2353
740,./Czechia/tk_02sz2012_aj.pdf," In line with the,forecast  headline inflation will rise temporarily to just above 3% in 2012 owing to  VAT,increase   but will fall back below the target at the start of ",3,2012,2012/03/29,0,11,171,2353
741,./Czechia/tk_02sz2012_aj.pdf, Consistent with the forecast is stability of market interest rates  in the near future and  modest decline ,4,2012,2012/03/29,0,11,108,2353
744,./Czechia/tk_02sz2012_aj.pdf," In line with the,forecast  the y-o-y growth was driven  solely by net ",6,2012,2012/03/29,0,11,71,2353
746,./Czechia/tk_02sz2012_aj.pdf," The January industrial production figures (annual growth of,0.6%   m-o-m decline of 0.6,  s.a.) indicate continuing stagnation of economic ",7,2012,2012/03/29,0,11,140,2353
748,./Czechia/tk_02sz2012_aj.pdf," The ILO   unemployment rate slightly declined in q-o-q terms (to,6.6%  ",8,2012,2012/03/29,0,11,72,2353
749,./Czechia/tk_02sz2012_aj.pdf, The seasonally  adjusted registered unemployment rate increased negligibly in January and  February ,8,2012,2012/03/29,0,11,101,2353
750,./Czechia/tk_02sz2012_aj.pdf," Y-o-y average nominal wage growth in the business sector decelerated in 2011 Q4  (to,2.1%)  while it accelerated in the public sector (to ",9,2012,2012/03/29,0,11,139,2353
751,./Czechia/tk_02sz2012_aj.pdf," Y-o-y growth in industrial producer prices slowed in,February  whereas agricultural producer prices declined ",10,2012,2012/03/29,0,11,110,2353
752,./Czechia/tk_02sz2012_aj.pdf,"  Comparison of actual data  with the CNB forecast 10 9.4 9.1 forecast  actual data      3.7 3.4 2.8  2.0   0.7 0.6  GDP,(Q4  2011) Inflation (February 2012) Average wage   Unemployment,(Q1 ,(Q4 2011) 2012):Note  in,percentages  for unemployment comparison of expected outcome with forecast for the respective quarter   Major risks to the forecast The risks to the forecast are balanced Major risk on the:upside   higher observed inflation and its short-term outlook due mainly  to food and fuel prices Major risks on the:downside   stronger koruna exchange rate  lower foreign interest rate outlook  Thank you for your attention Minutes of the today’s meeting and  the Graph of Risks to the Inflation  Projection (GRIP) will be released  on  April 2012 at :http:",11,2012,2012/03/29,0,11,763,2353
